20:00;13;0;0:0;2.12;3.32;3.39;15
20:00;16;7;award.;2.85;3.3;2.67;2
20:00;8;2;3:2;2.40;3.30;2.90;15
20:00;3;10;1:1;3.94;3.53;1.90;15
20:00;9;1;0:1;3.55;3.32;2.05;15
20:00;15;14;2:0;1.62;3.84;5.37;15
20:00;6;18;1:0;1.19;6.63;14.13;15
20:00;5;19;5:0;1.25;6.00;10.29;15
20:00;12;17;2:0;1.25;5.73;11.93;15
20:00;11;4;1:2;1.88;3.46;4.10;15
23:00;14;11;0:1;2.25;3.30;3.17;15
22:30;17;3;1:0;2.96;3.16;2.44;15
22:30;19;9;5:1;2.37;3.37;2.92;15
20:00;7;5;1:2;2.73;3.31;2.53;15
20:00;0;6;2:0;1.84;3.53;4.22;15
20:00;10;8;1:0;1.67;3.64;5.37;15
20:00;4;16;1:0;1.43;4.29;7.80;15
00:00;2;13;0:0;1.71;3.50;5.24;15
23:00;18;12;2:2;3.34;3.27;2.19;15
23:00;1;15;1:1;1.71;3.56;5.11;15
23:00;2;10;1:0;2.06;3.21;3.77;15
22:30;16;5;2:0;2.66;3.07;2.78;15
22:30;0;14;2:2;1.39;4.51;8.32;15
22:30;19;7;3:3;2.30;3.51;2.92;15
20:00;13;12;2:0;1.81;3.45;4.56;15
20:00;8;6;2:2;2.15;3.35;3.35;15
20:00;9;18;3:0;1.51;4.08;6.54;15
20:00;4;1;1:0;1.51;3.97;6.68;15
20:00;15;3;1:0;2.25;3.24;3.24;15
20:00;11;17;4:0;1.56;4.02;5.88;15
00:00;7;4;1:1;2.20;3.30;3.25;15
00:00;10;15;1:1;1.53;3.80;6.87;15
22:30;6;11;3:2;1.40;4.68;7.27;15
22:30;5;9;1:1;1.94;3.23;4.19;15
00:45;18;0;0:1;7.14;4.15;1.47;15
00:45;17;2;1:1;2.86;3.17;2.52;15
00:45;12;8;0:1;2.17;3.14;3.55;15
00:00;14;19;1:0;1.42;4.45;7.59;15
22:30;1;16;0:2;1.59;3.72;6.07;15
20:00;3;13;1:1;1.64;3.53;5.96;15
23:00;9;12;0:3;1.79;3.42;4.74;15
22:30;16;17;1:0;1.82;3.36;4.63;15
22:30;14;7;2:0;2.47;3.20;2.90;15
20:00;8;3;4:2;1.83;3.40;4.50;15
20:00;4;10;1:0;1.59;3.67;6.13;15
20:00;19;18;1:0;1.82;3.49;4.46;15
20:00;11;13;3:2;1.81;3.36;4.73;15
14:00;15;6;1:2;2.35;3.21;3.04;15
22:30;5;2;4:0;2.11;3.18;3.65;15
20:00;0;1;0:0;1.67;3.72;5.21;15
23:00;18;5;1:0;4.03;3.26;1.97;15
22:30;17;9;0:0;2.42;3.07;3.06;15
22:30;6;4;1:0;2.31;3.26;3.06;15
21:30;1;14;0:0;1.72;3.44;5.16;15
21:30;10;19;1:1;1.34;4.75;9.78;15
19:30;7;0;2:2;2.25;3.37;3.12;15
19:30;13;8;1:0;2.14;3.07;3.68;15
19:30;2;16;1:1;1.54;3.89;6.39;15
22:30;3;11;2:2;1.59;3.90;5.65;15
23:30;12;15;1:0;1.93;3.37;4.06;15
23:00;18;13;1:0;2.63;3.00;2.86;15
22:30;7;17;3:0;1.28;5.30;11.07;15
22:30;16;6;0:1;2.75;3.19;2.58;15
21:30;14;3;1:1;2.24;3.20;3.30;15
20:00;0;2;2:2;1.65;3.72;5.37;15
20:00;9;10;0:0;2.14;3.11;3.64;15
20:00;4;12;2:1;1.35;4.82;8.58;15
20:00;11;8;0:1;2.61;3.17;2.74;15
20:00;5;15;2:0;1.90;3.38;4.14;15
00:45;19;1;0:1;2.79;3.21;2.55;15
23:00;3;5;1:2;1.92;3.32;4.09;15
22:30;6;9;1:1;1.59;3.75;5.62;14
22:30;12;11;1:0;1.81;3.58;4.25;14
21:30;2;18;2:0;1.33;4.94;9.16;14
21:30;15;19;3:0;1.59;3.91;5.71;14
20:00;13;14;2:0;2.91;2.95;2.65;14
20:00;1;7;3:2;2.58;3.18;2.77;14
20:00;8;16;0:0;1.45;4.14;7.67;14
20:00;17;4;1:2;4.72;3.51;1.77;14
20:00;10;0;2:1;2.61;3.10;2.82;14
00:00;3;0;1:2;3.25;3.15;2.29;15
00:00;9;13;1:0;1.55;3.68;7.00;15
00:00;5;6;0:1;2.49;3.09;2.97;15
22:30;7;18;3:0;1.32;4.92;9.25;15
22:30;4;8;0:0;1.71;3.59;4.85;15
22:30;15;11;2:0;1.69;3.65;5.09;15
00:45;1;10;1:0;1.94;3.22;4.21;15
00:45;19;2;2:4;4.38;3.51;1.82;15
22:30;14;17;0:0;1.50;3.85;7.19;15
14:00;16;12;3:0;1.93;3.38;4.04;15
20:00;18;4;0:2;7.60;4.31;1.43;15
20:00;17;1;0:1;2.59;3.12;2.82;15
20:00;0;19;3:0;1.36;4.81;8.23;15
00:00;8;15;2:0;1.67;3.65;5.26;15
22:30;10;14;1:0;1.78;3.34;4.99;15
00:45;12;5;1:1;2.14;3.22;3.51;15
00:00;2;7;0:0;1.92;3.51;3.90;15
00:00;6;3;2:1;1.94;3.38;3.95;15
22:30;13;16;3:1;1.94;3.14;4.26;15
22:30;11;9;0:1;2.10;3.33;3.51;15
00:00;14;18;3:0;1.52;3.90;6.67;15
23:00;19;4;2:3;3.05;3.22;2.34;15
00:00;10;17;1:0;1.44;4.17;7.72;15
21:30;8;9;1:0;1.64;3.76;5.32;15
19:30;1;2;2:0;2.32;3.11;3.22;15
19:30;15;7;1:2;2.23;3.26;3.26;15
19:00;16;11;1:4;1.91;3.34;4.17;15
19:00;6;13;2:0;1.56;3.71;6.63;15
19:00;5;0;0:0;2.43;3.21;2.95;15
14:00;3;12;3:1;1.68;3.64;5.20;15
21:30;7;10;3:1;1.67;3.64;5.24;15
19:00;2;3;0:1;1.74;3.43;5.07;15
19:00;0;8;2:1;1.83;3.58;4.21;15
19:00;9;16;1:0;1.59;3.75;6.01;15
