19:00;Avai;Sao Paulo;2:1;2.53;3.18;2.85;13
19:00;Vasco;Sport Recife;2:1;2.14;3.22;3.51;13
14:00;Corinthians;Santos;2:0;2.17;3.26;3.42;13
14:00;Goias;Joinville;3:0;1.58;3.71;6.33;13
00:00;Ponte Preta;Fluminense;3:1;2.50;3.16;2.91;13
21:30;InternacionalFigueirense;1:1;1.68;3.54;5.36;13
21:30;Palmeiras;Gremio;3:2;1.95;3.36;4.07;13
00:00;Flamengo RJ;Coritiba;0:2;1.58;3.74;6.27;13
22:30;Sao PauloChapecoense-SC;0:0;1.44;4.16;7.94;13
01:00;CruzeiroVasco;2:2;1.39;4.48;8.55;13
01:00;Internacional;Corinthians;2:1;2.32;3.12;3.23;13
01:00;Santos;Atletico-MG;4:0;2.14;3.41;3.32;13
00:00;Atletico-PR;Gremio;1:2;2.63;3.13;2.77;13
00:00;Figueirense;Avai;0:1;2.13;3.17;3.64;13
22:30;Fluminense;Palmeiras;1:4;2.27;3.22;3.24;13
22:30;Goias;Ponte Preta;1:2;1.79;3.50;4.65;13
22:30;JoinvilleSport Recife;1:1;2.61;3.07;2.84;13
21:30;Avai;Goias;2:1;2.16;3.13;3.59;13
21:30;Sport Recife;Fluminense;1:0;2.08;3.32;3.57;13
19:00;Chapecoense-SC;Flamengo RJ;1:3;2.68;3.00;2.84;13
19:00;CruzeiroAtletico-MG;1:1;2.63;3.16;2.76;13
19:00;Gremio;Sao Paulo;1:2;1.88;3.40;4.24;13
19:00;Vasco;Atletico-PR;2:0;2.33;3.16;3.16;13
14:00;Corinthians;Joinville;3:0;1.36;4.48;10.16;13
14:00;Ponte Preta;Santos;3:1;3.02;3.20;2.40;13
00:00;Palmeiras;Figueirense;2:0;1.45;4.35;7.13;13
21:30;Coritiba;Internacional;0:1;2.35;3.14;3.17;13
00:00;Flamengo RJ;Cruzeiro;2:0;2.01;3.24;3.93;13
00:00;JoinvilleChapecoense-SC;0:0;2.37;3.03;3.26;13
22:30;Goias;Sport Recife;1:0;1.91;3.28;4.30;13
01:00;CorinthiansGremio;1:1;1.89;3.30;4.39;13
01:00;CoritibaFluminense;1:1;2.20;3.15;3.47;13
01:00;Santos;Sao Paulo;3:0;2.12;3.28;3.54;13
00:00;FigueirenseAtletico-PR;1:1;2.53;3.10;2.93;13
22:30;Atletico-MG;Avai;2:0;1.26;5.81;11.30;13
22:30;Internacional;Palmeiras;1:0;1.79;3.53;4.70;13
22:30;Ponte Preta;Vasco;0:1;1.71;3.53;5.17;13
21:30;Sport RecifeSantos;1:1;2.19;3.32;3.28;13
19:00;Avai;Coritiba;0:2;2.13;3.18;3.61;13
19:00;Fluminense;Flamengo RJ;1:3;3.27;3.18;2.25;13
19:00;Gremio;Goias;2:1;1.73;3.43;5.24;13
19:00;PalmeirasCorinthians;3:3;2.18;3.23;3.43;13
14:00;Chapecoense-SCPonte Preta;0:0;1.95;3.29;4.18;13
14:00;Cruzeiro;Figueirense;5:1;1.51;3.89;7.02;13
00:00;Atletico-PRJoinville;0:0;1.53;3.86;6.77;13
22:30;Sao Paulo;Internacional;2:0;2.19;3.32;3.32;13
22:30;Vasco;Atletico-MG;1:2;4.84;3.74;1.70;13
00:00;Figueirense;Gremio;0:2;2.57;3.06;2.93;13
22:30;Santos;Chapecoense-SC;3:1;1.48;4.06;7.31;13
01:00;Corinthians;Fluminense;2:0;1.75;3.45;4.94;13
01:00;CoritibaSport Recife;0:0;1.97;3.33;3.97;13
01:00;Goias;Palmeiras;1:0;2.34;3.16;3.14;13
00:00;Atletico-MG;Atletico-PR;0:1;1.40;4.58;8.11;13
00:00;Flamengo RJ;Avai;3:0;1.59;3.80;5.96;13
22:30;Internacional;Vasco;6:0;1.52;3.91;6.91;13
22:30;JoinvilleSao Paulo;0:0;2.90;3.24;2.44;13
22:30;Ponte Preta;Cruzeiro;1:2;2.31;3.14;3.22;13
21:30;Atletico-PR;Goias;3:0;1.97;3.29;4.03;13
21:30;Cruzeiro;Santos;0:1;2.05;3.28;3.75;13
19:00;Chapecoense-SC;Corinthians;1:3;2.52;3.01;3.01;13
19:00;Fluminense;Atletico-MG;1:2;2.77;3.27;2.52;13
19:00;Palmeiras;Joinville;3:2;1.43;4.24;7.90;13
19:00;Sport Recife;Flamengo RJ;0:1;2.18;3.33;3.31;13
14:00;Avai;Internacional;3:0;2.89;3.16;2.50;13
14:00;GremioCoritiba;0:0;1.52;3.89;6.90;13
00:00;Sao Paulo;Ponte Preta;3:0;1.76;3.52;4.93;13
21:30;Vasco;Figueirense;0:1;2.03;3.20;3.93;13
21:30;Atletico-MG;Palmeiras;2:1;1.59;3.88;5.66;13
19:00;Corinthians;Cruzeiro;3:0;2.00;3.24;3.99;13
19:00;Flamengo RJ;Sao Paulo;2:1;1.96;3.38;3.96;13
19:00;Internacional;Atletico-PR;2:0;1.87;3.36;4.35;13
19:00;Joinville;Fluminense;2:1;2.57;3.10;2.85;13
14:00;Coritiba;Chapecoense-SC;1:0;1.91;3.28;4.36;13
14:00;Ponte PretaGremio;0:0;2.54;3.13;2.91;13
00:00;Figueirense;Sport Recife;2:1;2.16;3.19;3.40;13
21:30;Goias;Vasco;3:0;1.67;3.58;5.45;13
21:30;Santos;Avai;5:2;1.40;4.46;7.99;13
21:30;Chapecoense-SC;Atletico-MG;2:1;3.20;3.21;2.29;13
21:30;Gremio;Joinville;2:1;1.39;4.42;8.71;13
19:00;Avai;Corinthians;1:2;3.13;3.13;2.37;13
19:00;CruzeiroInternacional;0:0;1.73;3.48;5.18;13
19:00;Fluminense;Figueirense;2:1;1.66;3.59;5.54;13
19:00;Sport RecifePonte Preta;1:1;1.82;3.50;4.50;13
14:00;Palmeiras;Flamengo RJ;4:2;1.97;3.35;3.90;13
00:00;Sao Paulo;Goias;0:3;1.61;3.69;5.91;13
21:30;Atletico-PRSantos;0:0;2.37;3.21;3.06;13
21:30;Vasco;Coritiba;0:1;2.20;3.20;3.43;13
00:00;Atletico-MG;Gremio;0:2;1.73;3.48;5.14;13
00:00;Joinville;Cruzeiro;3:0;3.42;3.04;2.26;13
22:30;Ponte Preta;Avai;2:0;1.63;3.71;5.65;13
01:00;Corinthians;Sport Recife;4:3;1.54;3.94;6.53;13
01:00;Figueirense;Sao Paulo;0:2;2.99;3.21;2.42;13
01:00;Internacional;Fluminense;1:0;2.04;3.28;3.77;13
00:00;GoiasChapecoense-SC;0:0;1.80;3.28;4.96;13
00:00;Santos;Vasco;1:0;1.39;4.64;8.05;13
22:30;Coritiba;Palmeiras;2:1;2.92;3.17;2.47;13
22:30;Flamengo RJ;Atletico-PR;3:2;1.83;3.48;4.41;13
21:30;Chapecoense-SCFigueirense;2:2;1.88;3.24;4.54;13
21:30;Gremio;Internacional;5:0;1.81;3.36;4.65;13
19:00;Cruzeiro;Palmeiras;2:1;2.06;3.22;3.78;13
19:00;GoiasAtletico-MG;0:0;3.01;3.19;2.41;13
19:00;Ponte Preta;Flamengo RJ;1:0;2.62;3.12;2.79;13
19:00;Sao PauloCorinthians;1:1;2.38;3.04;3.21;13
14:00;Atletico-PRSport Recife;1:1;1.78;3.44;4.69;13
14:00;VascoJoinville;0:0;1.85;3.31;4.55;13
00:00;Santos;Coritiba;3:0;1.52;4.02;6.64;13
21:30;Avai;Fluminense;1:0;2.46;3.20;2.95;13
21:30;Sport RecifeCruzeiro;0:0;2.18;3.22;3.42;13
19:00;Figueirense;Ponte Preta;3:1;2.20;3.16;3.45;13
19:00;Flamengo RJSantos;2:2;1.92;3.35;4.13;13
19:00;InternacionalChapecoense-SC;0:0;1.65;3.52;5.91;13
19:00;Joinville;Avai;2:0;2.41;3.13;3.07;13
14:00;CoritibaGoias;1:1;1.94;3.23;4.24;13
14:00;Palmeiras;Atletico-PR;0:1;1.48;4.10;7.08;13
21:30;Fluminense;Gremio;1:0;2.14;3.15;3.60;13
01:00;Atletico-MG;Sao Paulo;3:1;1.65;3.74;5.30;13
01:00;Corinthians;Vasco;3:0;1.38;4.41;9.08;13
21:30;Vasco;Palmeiras;1:4;3.02;3.20;2.40;13
19:00;CoritibaCorinthians;1:1;2.90;3.04;2.61;13
19:00;Goias;Flamengo RJ;0:1;2.57;3.05;2.96;13
19:00;Ponte PretaInternacional;0:0;2.14;3.19;3.57;13
19:00;Sao Paulo;Cruzeiro;1:0;2.00;3.34;3.92;13
14:00;Chapecoense-SC;Fluminense;2:1;2.15;3.18;3.53;13
14:00;Santos;Joinville;2:0;1.55;3.78;6.26;13
00:00;Atletico-MG;Figueirense;1:0;1.27;5.33;11.12;13
22:30;GremioSport Recife;1:1;1.58;3.88;6.20;13
21:30;Avai;Atletico-PR;1:2;2.27;3.21;3.23;13
21:30;CruzeiroAvai;1:1;1.42;4.40;7.78;13
21:30;JoinvillePonte Preta;1:1;2.76;3.12;2.69;13
19:00;FigueirenseCoritiba;0:0;2.08;3.17;3.70;13
19:00;Fluminense;Vasco;1:2;1.68;3.63;5.31;13
19:00;Palmeiras;Santos;1:0;1.73;3.60;4.87;13
19:00;Sport Recife;Sao Paulo;2:0;2.36;3.26;3.07;13
14:00;Atletico-PR;Chapecoense-SC;1:0;2.06;3.17;3.87;13
00:00;Corinthians;Atletico-MG;1:0;2.40;3.19;3.04;13
21:30;Flamengo RJ;Gremio;1:0;2.31;3.05;3.33;13
21:30;Internacional;Goias;2:1;1.93;3.28;4.26;13
21:30;Avai;Chapecoense-SC;2:1;2.61;2.98;2.91;13
21:30;Sport RecifePalmeiras;2:2;2.42;3.24;2.93;13
19:00;Atletico-PR;Fluminense;1:2;1.97;3.33;3.90;13
19:00;Cruzeiro;Goias;1:0;1.55;3.76;6.62;13
19:00;Flamengo RJ;Corinthians;0:3;2.47;3.01;3.12;13
19:00;Joinville;Internacional;0:2;2.27;3.13;3.35;13
14:00;Sao Paulo;Coritiba;3:1;1.52;3.87;6.79;13
00:00;Ponte Preta;Atletico-MG;0:2;2.82;3.30;2.47;13
21:30;Gremio;Vasco;2:0;1.39;4.29;9.35;13
21:30;Santos;Figueirense;3:0;1.53;3.95;6.34;13
00:00;Fluminense;Cruzeiro;1:0;2.62;3.16;2.76;13
22:30;Corinthians;Atletico-PR;2:0;1.54;3.81;6.90;13
01:00;Atletico-MG;Sport Recife;2:1;1.39;4.59;8.11;13
01:00;Internacional;Flamengo RJ;1:2;1.97;3.32;4.04;13
01:00;Vasco;Sao Paulo;0:4;3.95;3.23;2.02;13
00:00;Figueirense;Joinville;0:2;1.75;3.37;4.97;13
00:00;Palmeiras;Avai;3:0;1.37;4.51;8.79;13
22:30;Chapecoense-SC;Gremio;1:0;2.77;2.96;2.75;13
22:30;CoritibaPonte Preta;0:0;2.23;3.18;3.38;13
22:30;Goias;Santos;4:1;2.51;3.02;2.98;13
21:30;Flamengo RJ;Figueirense;1:2;1.56;3.75;6.53;13
21:30;Internacional;Atletico-MG;1:3;2.41;3.32;2.91;13
21:30;Ponte Preta;Palmeiras;0:2;3.92;3.37;1.96;13
19:00;GoiasCorinthians;0:0;3.09;2.96;2.49;13
19:00;Santos;Gremio;1:3;2.15;3.25;3.48;13
19:00;Sao PauloFluminense;0:0;1.71;3.57;5.06;13
14:00;AvaiSport Recife;2:2;2.33;3.21;3.11;13
00:00;Chapecoense-SC;Vasco;1:0;1.80;3.32;4.89;13
00:00;Cruzeiro;Atletico-PR;2:0;1.70;3.57;5.25;13
18:00;CoritibaJoinville;0:0;1.65;3.53;5.86;13
00:00;Fluminense;Santos;2:1;2.16;3.29;3.48;13
22:30;Corinthians;Ponte Preta;2:0;1.77;3.40;4.96;13
22:30;Figueirense;Goias;3:1;2.15;3.10;3.65;13
01:00;Atletico-PR;Sao Paulo;2:1;2.27;3.23;3.23;13
01:00;Gremio;Cruzeiro;1:0;1.88;3.32;4.40;13
01:00;Joinville;Flamengo RJ;0:1;3.22;3.10;2.35;13
00:00;Atletico-MG;Coritiba;2:0;1.33;4.94;9.12;13
00:00;Palmeiras;Chapecoense-SC;2:0;1.58;3.80;6.22;13
22:30;Sport Recife;Internacional;3:0;1.95;3.34;4.03;13
22:30;Vasco;Avai;1:0;1.89;3.46;4.21;13
21:30;Internacional;Santos;1:0;2.04;3.25;3.77;13
21:30;Vasco;Flamengo RJ;1:0;3.76;3.20;2.06;13
19:00;Coritiba;Cruzeiro;1:0;2.79;3.16;2.59;13
19:00;Goias;Fluminense;1:2;2.32;3.11;3.24;13
19:00;Palmeiras;Sao Paulo;4:0;2.18;3.23;3.46;13
19:00;Ponte Preta;Atletico-PR;2:1;1.83;3.45;4.42;13
14:00;Atletico-MG;Joinville;1:0;1.22;6.10;13.63;13
00:00;Corinthians;Figueirense;2:1;1.50;3.89;7.32;13
19:00;Avai;Gremio;1:2;3.25;3.09;2.31;13
19:00;Chapecoense-SCSport Recife;1:1;1.97;3.24;4.07;13
22:30;Fluminense;Ponte Preta;2:0;2.01;3.29;3.83;13
19:00;Atletico-PRCoritiba;2:2;1.90;3.28;4.37;13
19:00;Joinville;Goias;2:1;2.28;3.04;3.39;13
19:00;Sao PauloAvai;1:1;1.48;4.21;6.68;13
14:00;Cruzeiro;Chapecoense-SC;0:1;1.58;3.76;6.13;13
00:00;Gremio;Palmeiras;1:0;2.01;3.27;3.85;13
19:30;Flamengo RJ;Atletico-MG;0:2;2.55;3.26;2.74;13
19:30;Santos;Corinthians;1:0;2.28;3.19;3.28;13
19:30;Sport Recife;Vasco;2:1;1.71;3.54;5.10;13
00:00;FigueirenseInternacional;0:0;2.83;3.07;2.60;13
19:00;AvaiFigueirense;1:1;2.07;3.19;3.75;13
19:00;Gremio;Atletico-PR;2:1;1.68;3.54;5.38;13
19:00;Palmeiras;Fluminense;2:1;1.80;3.43;4.69;13
14:00;Ponte PretaGoias;0:0;1.58;3.80;6.02;13
00:00;Sport Recife;Joinville;2:1;1.61;3.73;5.97;13
00:00;Vasco;Cruzeiro;1:3;2.98;3.14;2.45;13
19:30;Chapecoense-SC;Sao Paulo;0:1;2.66;3.07;2.78;13
19:30;Corinthians;Internacional;2:1;1.75;3.40;5.14;13
19:30;Coritiba;Flamengo RJ;0:1;2.66;3.07;2.74;13
22:30;Atletico-MGSantos;2:2;1.50;4.31;6.20;13
22:30;Figueirense;Palmeiras;2:1;3.29;3.15;2.27;13
22:30;FluminenseSport Recife;0:0;1.68;3.59;5.28;13
22:30;Goias;Avai;0:1;1.78;3.38;4.85;13
14:00;Internacional;Coritiba;2:0;1.60;3.71;5.85;13
01:00;Atletico-PR;Vasco;2:0;1.63;3.66;5.75;13
01:00;Joinville;Corinthians;0:1;3.89;3.13;2.06;13
01:00;Sao Paulo;Gremio;2:0;1.78;3.40;4.90;13
21:30;Atletico-MG;Cruzeiro;1:3;1.63;3.75;5.43;13
21:30;Flamengo RJ;Chapecoense-SC;1:0;1.75;3.50;4.90;13
21:30;SantosPonte Preta;2:2;1.93;3.37;4.10;13
00:00;PalmeirasInternacional;1:1;1.86;3.47;4.21;13
00:00;Sport Recife;Goias;1:0;1.77;3.42;4.92;13
19:00;Fluminense;Coritiba;2:0;1.75;3.50;4.95;13
01:00;Avai;Atletico-MG;1:4;3.87;3.42;1.96;13
01:00;Cruzeiro;Flamengo RJ;1:0;1.84;3.48;4.30;13
01:00;Gremio;Corinthians;3:1;2.13;3.09;3.72;13
00:00;Sao Paulo;Santos;3:2;1.84;3.46;4.30;13
22:30;Atletico-PR;Figueirense;1:0;1.62;3.57;6.06;13
22:30;Chapecoense-SC;Joinville;2:0;1.65;3.56;5.66;13
22:30;Vasco;Ponte Preta;0:3;2.41;3.17;3.02;13
21:30;Figueirense;Cruzeiro;2:1;2.95;3.11;2.49;13
21:30;Flamengo RJ;Fluminense;2:3;2.35;3.20;3.10;13
19:00;Atletico-MG;Vasco;3:0;1.41;4.35;8.13;13
19:00;Corinthians;Palmeiras;0:2;2.06;3.20;3.81;13
19:00;GoiasGremio;1:1;2.74;3.04;2.71;13
19:00;InternacionalSao Paulo;0:0;2.38;3.22;3.06;13
14:00;SantosSport Recife;2:2;1.52;4.03;6.49;13
00:00;Joinville;Atletico-PR;1:2;2.34;3.14;3.14;13
21:30;Coritiba;Avai;1:2;1.68;3.57;5.36;13
21:30;Ponte Preta;Chapecoense-SC;3:1;1.83;3.45;4.42;13
21:30;CruzeiroPonte Preta;1:1;2.25;3.26;3.21;13
21:30;Sport Recife;Coritiba;1:0;1.81;3.44;4.61;13
19:00;Atletico-PR;Atletico-MG;1:0;3.45;3.30;2.13;13
19:00;Avai;Flamengo RJ;2:1;2.68;3.09;2.74;13
19:00;Chapecoense-SC;Santos;1:0;2.65;3.15;2.73;13
19:00;FluminenseCorinthians;0:0;2.62;3.10;2.79;13
14:00;Palmeiras;Goias;0:1;1.53;3.84;6.68;13
00:00;Gremio;Figueirense;1:0;1.50;3.85;7.26;13
21:30;Sao Paulo;Joinville;3:0;1.44;4.08;8.25;13
21:30;VascoInternacional;1:1;1.80;3.42;4.69;13
21:30;Internacional;Avai;1:0;1.68;3.72;5.13;13
21:30;JoinvillePalmeiras;0:0;3.16;3.16;2.33;13
21:30;Ponte Preta;Sao Paulo;1:0;3.06;3.17;2.37;13
19:00;Atletico-MG;Fluminense;4:1;2.01;3.34;3.80;13
19:00;Flamengo RJSport Recife;2:2;1.62;3.73;5.60;13
19:00;Santos;Cruzeiro;1:0;1.83;3.43;4.45;13
14:00;FigueirenseVasco;0:0;2.51;3.09;2.92;13
00:00;Corinthians;Chapecoense-SC;1:0;1.62;3.62;6.00;13
21:30;Coritiba;Gremio;2:0;2.57;3.07;2.88;13
21:30;Goias;Atletico-PR;2:0;2.24;3.14;3.35;13
21:30;AvaiSantos;1:1;3.53;3.32;2.08;13
21:30;VascoGoias;0:0;1.64;3.59;5.67;13
19:00;Atletico-PR;Internacional;3:0;2.18;3.21;3.43;13
19:00;Cruzeiro;Corinthians;0:1;2.78;3.13;2.60;13
19:00;Sao Paulo;Flamengo RJ;2:1;2.14;3.27;3.43;13
19:00;Sport Recife;Figueirense;4:1;1.71;3.52;5.20;13
14:00;GremioPonte Preta;3:3;1.58;3.71;6.23;13
00:00;Fluminense;Joinville;1:0;1.58;3.79;6.05;13
21:30;Chapecoense-SC;Coritiba;2:1;2.13;3.14;3.61;13
21:30;PalmeirasAtletico-MG;2:2;1.65;3.55;5.53;13
