20:00;1;8;0:0;4.09;3.61;1.84;13
20:00;17;3;3:2;2.10;3.39;3.42;13
20:00;9;4;2:1;1.62;3.85;5.35;13
20:00;14;18;4:2;2.05;3.28;3.73;13
20:00;10;0;1:1;1.45;4.14;7.51;13
20:00;5;16;1:1;1.40;4.58;7.63;13
20:00;15;6;1:0;2.40;3.34;2.88;13
20:00;12;7;0:1;1.77;3.65;4.52;13
19:30;2;13;2:1;1.22;6.00;13.70;13
19:30;19;11;1:2;3.64;3.37;2.04;13
22:30;8;17;1:2;1.72;3.58;4.89;13
22:30;16;14;1:0;1.79;3.46;4.66;13
22:30;3;10;1:0;3.09;3.21;2.34;13
20:00;18;9;1:1;2.38;3.28;2.96;13
20:00;4;2;5:2;2.99;3.26;2.38;13
20:00;7;1;2:0;1.61;3.94;5.33;13
20:00;6;19;1:1;1.45;4.10;7.79;13
00:00;0;12;4:0;2.62;3.32;2.63;13
22:30;13;15;2:2;2.75;3.22;2.58;13
22:30;11;5;3:1;1.52;4.05;6.39;13
22:30;18;1;2:0;1.83;3.47;4.45;13
22:30;2;10;1:0;1.90;3.26;4.33;13
22:30;17;5;2:0;1.77;3.54;4.67;13
20:00;9;14;2:1;1.31;5.06;10.08;13
20:00;19;12;2:0;2.15;3.29;3.41;13
20:00;0;13;1:1;1.49;4.20;6.59;13
20:00;7;6;0:1;2.43;3.28;2.89;13
20:00;15;4;2:2;2.37;3.32;2.95;13
00:00;3;16;1:2;1.71;3.58;5.05;13
22:30;11;8;2:1;1.67;3.75;5.01;13
00:50;10;9;1:2;2.05;3.25;3.74;13
22:30;4;18;1:4;1.46;4.16;7.15;13
01:00;8;0;4:0;1.56;3.92;6.09;13
01:00;5;15;0:2;1.57;3.85;5.99;13
00:00;13;3;0:1;2.07;3.47;3.44;13
00:00;14;2;0:1;4.05;3.32;1.95;13
00:00;12;17;1:1;2.36;3.22;3.03;13
22:30;16;7;1:1;2.11;3.33;3.46;13
22:30;1;19;0:1;1.99;3.33;3.83;13
22:30;8;19;1:1;1.53;3.92;6.59;13
22:30;18;12;0:1;1.90;3.30;4.32;13
22:30;6;5;2:0;1.64;3.73;5.53;13
20:00;16;15;0:1;1.67;3.65;5.30;13
20:00;3;2;1:2;2.94;3.05;2.53;13
20:00;0;17;3:2;2.02;3.30;3.76;13
20:00;11;14;1:0;1.47;4.18;7.00;13
20:00;7;9;0:1;2.42;3.38;2.83;13
22:30;13;10;0:3;3.33;3.23;2.20;13
22:30;4;1;1:0;1.66;3.78;5.13;13
01:00;6;11;1:1;1.60;3.83;5.69;13
22:30;2;7;1:0;1.81;3.45;4.57;13
22:30;9;13;3:1;1.28;5.44;10.39;13
22:30;14;3;3:0;1.99;3.26;3.92;13
20:00;19;18;1:0;2.25;3.10;3.39;13
20:00;10;11;4:1;2.06;3.18;3.82;13
20:00;15;0;2:2;2.17;3.18;3.49;13
20:00;12;6;1:2;2.65;3.30;2.61;13
00:00;1;16;0:2;2.25;3.11;3.39;13
22:30;17;4;1:0;2.11;3.34;3.43;13
22:30;5;8;0:2;1.78;3.59;4.54;13
23:00;3;5;0:1;2.24;3.19;3.28;13
22:30;16;8;1:0;2.09;3.31;3.54;13
22:30;0;18;3:0;1.92;3.26;4.31;13
20:00;13;6;1:2;2.95;3.26;2.39;13
20:00;9;1;2:1;1.30;5.13;10.06;13
20:00;7;11;1:2;2.34;3.29;3.01;13
20:00;15;19;1:0;1.80;3.38;4.72;13
00:00;2;17;2:2;1.77;3.46;4.77;13
22:30;14;4;0:2;2.54;3.18;2.82;13
22:30;10;12;1:0;1.45;4.15;7.72;13
23:30;6;14;3:0;1.57;3.80;6.26;13
00:00;1;0;2:1;2.73;3.18;2.63;13
00:00;11;3;2:0;1.42;4.26;7.99;13
21:30;8;15;3:2;1.64;3.77;5.38;13
21:30;18;7;1:1;2.06;3.22;3.73;13
21:30;17;10;1:1;2.24;3.12;3.38;13
21:30;12;13;3:1;1.98;3.31;3.91;13
19:20;19;9;1:1;4.22;3.42;1.88;13
19:20;4;16;2:1;1.66;3.68;5.35;13
19:20;5;2;1:1;2.81;3.07;2.63;13
01:30;15;14;0:1;1.96;3.26;4.10;13
01:00;18;6;0:0;2.80;3.15;2.58;13
01:00;7;4;0:1;1.77;3.58;4.64;13
00:00;17;1;2:0;1.59;3.85;5.78;13
00:00;10;19;1:0;1.46;4.10;7.61;13
22:30;2;12;2:1;1.86;3.30;4.42;13
22:30;13;16;0:1;2.32;3.22;3.11;13
22:30;9;5;1:1;1.33;4.98;9.22;13
22:30;0;11;2:0;2.04;3.27;3.77;13
00:50;3;8;1:1;2.86;3.15;2.53;13
21:30;1;15;1:1;2.05;3.30;3.68;13
21:30;12;9;0:1;3.60;3.36;2.06;13
19:00;16;0;2:1;2.06;3.22;3.76;13
19:00;19;17;4:0;3.02;3.13;2.41;13
19:00;11;2;1:2;1.91;3.25;4.37;13
19:00;5;7;1:3;2.35;3.25;3.03;13
01:00;8;18;1:0;1.47;4.14;7.06;13
21:30;4;13;4:2;1.50;4.08;6.67;13
21:30;14;10;0:0;2.40;2.99;3.21;13
21:30;6;3;2:1;1.41;4.36;8.10;13
21:30;16;19;3:0;1.54;3.81;6.72;13
21:30;13;7;3:0;2.42;3.23;2.95;13
21:30;15;12;1:2;1.95;3.43;3.89;13
19:00;8;6;1:0;1.98;3.35;3.85;13
19:00;3;18;0:1;1.85;3.36;4.42;13
19:00;0;9;3:0;2.73;3.14;2.66;13
19:00;11;4;2:1;1.93;3.42;3.92;13
00:00;5;10;2:1;2.39;3.13;3.10;13
21:30;1;2;1:0;4.55;3.41;1.82;13
21:30;14;17;3:0;2.32;3.13;3.23;13
23:30;18;11;5:0;3.25;3.12;2.30;13
22:30;4;8;0:0;2.05;3.46;3.51;13
22:30;7;3;1:0;1.58;3.70;6.25;13
01:00;9;2;0:1;1.64;3.57;5.82;13
01:00;19;0;1:2;2.73;3.11;2.67;13
01:00;10;15;2:0;1.45;4.16;7.56;13
00:00;12;14;2:2;2.07;3.36;3.57;13
22:30;1;5;0:1;2.41;3.36;2.85;13
22:30;17;13;1:0;1.56;3.87;6.14;13
22:30;6;16;1:0;1.61;3.77;5.68;13
00:00;14;19;1:0;1.76;3.45;4.91;13
21:30;2;15;3:0;1.44;4.00;8.40;13
21:30;13;8;3:1;3.06;3.20;2.37;13
21:30;9;11;2:1;1.64;3.70;5.50;13
19:20;17;16;1:0;1.89;3.35;4.25;13
19:20;0;7;0:1;1.98;3.29;3.96;13
19:20;4;3;1:1;1.86;3.38;4.39;13
19:20;10;6;0:1;1.78;3.37;4.93;13
19:20;12;1;2:1;1.68;3.64;5.23;13
22:30;5;18;4:2;1.88;3.40;4.24;13
21:30;19;5;3:1;2.12;3.25;3.53;13
21:30;11;17;4:2;1.60;3.75;5.93;13
21:30;7;14;2:0;1.75;3.59;4.77;13
19:00;8;12;2:0;1.44;4.28;7.33;13
19:00;16;2;1:0;2.59;3.02;2.89;13
19:00;3;0;2:1;2.30;3.08;3.31;13
19:00;1;10;0:2;2.92;3.01;2.58;13
00:00;6;4;1:3;1.75;3.66;4.65;13
21:30;18;13;1:1;1.80;3.35;4.80;13
21:30;15;9;0:0;3.78;3.48;1.96;13
23:30;8;7;3:2;1.70;3.64;4.95;13
22:30;1;14;1:0;2.00;3.35;3.77;13
22:30;5;12;2:0;1.87;3.51;4.17;13
01:00;19;2;1:0;3.38;3.14;2.23;13
01:00;4;10;0:0;2.37;3.09;3.17;13
01:00;6;0;2:2;1.69;3.67;5.07;13
00:00;3;15;1:0;1.92;3.36;4.09;13
00:00;18;16;3:0;2.21;3.14;3.43;13
22:30;17;9;1:2;2.84;3.24;2.49;13
22:30;11;13;3:0;1.44;4.17;7.72;13
21:30;14;5;6:0;2.07;3.26;3.76;12
21:30;10;18;1:0;1.60;3.68;6.22;12
21:30;7;19;3:1;1.58;3.76;6.21;12
19:00;2;6;3:2;2.27;3.14;3.35;12
19:00;9;8;2:3;1.71;3.65;5.02;12
19:00;0;4;1:1;2.63;3.21;2.72;12
19:00;15;17;1:0;2.28;3.14;3.30;12
19:00;12;3;2:1;2.76;3.13;2.64;12
00:00;13;1;1:1;1.90;3.41;4.22;12
21:30;16;11;0:1;2.62;3.19;2.72;12
23:30;10;7;0:0;1.89;3.30;4.49;12
22:30;2;18;1:1;1.49;3.92;7.37;12
22:30;14;8;2:3;2.52;3.11;2.90;12
