89815,Gustavo Ferrareis,285,4
89883,Dodi,288,4
89884,Kalil,288,5
89885,Leandro,263,4
89896,Cleiton,288,2
89897,Ronaldo,288,1
89898,Roger,288,5
89914,Gabriel ,288,4
89921,Maikon,263,5
89924,Bruno,283,4
89932,JacÃ³,265,5
89975,Rodolfo,282,1
89977,Bruno Santos,316,2
